interview,qa_index,question,answer,full_text,ds_label,ds_confidence,ds_label_v2,review_priority,tfidf_label
ElliotStokes,3,"So for our next question, I guess specifically about something you did at your job, so can you walk me through a time when you had to identify and mitigate a major chemical process hazard?","Yeah, this is a great question. Engineers and process safety engineers often talk about what we call the day process safety hit home. And for some people that may have involved an accident or an incident or a significant release that either impacted them or maybe it hurt a coworker, and that changed their life going forward. For me. The the day that process safety for me hit home where. I was identifying and mitigating a major chemical hazard. Involved a material that was potentially explosive. And around that time, the company that I had worked for, my mentor for a number of years, had just retired, and so when he retired, I was the lead technical authority or expert that was in charge so everybody was coming to me for advice on how are we going to manage this particular change for a very hazardous and potentially explosive material. So that moment that very real moment the gravity kind of hit me where you realize that other people's lives are in your hands with with a decision that you make and so there are specific processes that we have to follow anytime we make a change to a chemical facility to ensure that we do it in a safe way right so it's got to be reviewed by a team of experts you have to do a risk assessment and really just, ify the rationale for for making that change and this particular material. 40 or 50 years prior to that the company had a significant explosion that fatally injured an employee at one of their facilities and that was the first and only time that they had a fatality so from that point forward you know they developed safety management systems and had a perfect record. And the images of that accident really had a profound effect on me realizing the energies involved with different chemicals and so in a way it kind of instilled, I call it a bit of a fear, but it's really a respect for the chemicals that we're dealing with and managing.","Q: So for our next question, I guess specifically about something you did at your job, so can you walk me through a time when you had to identify and mitigate a major chemical process hazard?
A: Yeah, this is a great question. Engineers and process safety engineers often talk about what we call the day process safety hit home. And for some people that may have involved an accident or an incident or a significant release that either impacted them or maybe it hurt a coworker, and that changed their life going forward. For me. The the day that process safety for me hit home where. I was identifying and mitigating a major chemical hazard. Involved a material that was potentially explosive. And around that time, the company that I had worked for, my mentor for a number of years, had just retired, and so when he retired, I was the lead technical authority or expert that was in charge so everybody was coming to me for advice on how are we going to manage this particular change for a very hazardous and potentially explosive material. So that moment that very real moment the gravity kind of hit me where you realize that other people's lives are in your hands with with a decision that you make and so there are specific processes that we have to follow anytime we make a change to a chemical facility to ensure that we do it in a safe way right so it's got to be reviewed by a team of experts you have to do a risk assessment and really just, ify the rationale for for making that change and this particular material. 40 or 50 years prior to that the company had a significant explosion that fatally injured an employee at one of their facilities and that was the first and only time that they had a fatality so from that point forward you know they developed safety management systems and had a perfect record. And the images of that accident really had a profound effect on me realizing the energies involved with different chemicals and so in a way it kind of instilled, I call it a bit of a fear, but it's really a respect for the chemicals that we're dealing with and managing.",challenges,0.95,,2,challenges
ElliotStokes,4,"Thank you for that. Yeah, thank you. So how do you apply chemical engineering principles like. Thermodynamics or reaction kinetics incur work related to safety and sustainability.","Yeah, so I think thermodynamics and kinetics have. Always kind of been a foundational kind of basic fundamental science that you need to take into consideration anytime that you're either. Developing a product or a process or managing safety safety risk earlier on in my career before I got into safety where I would develop new products I had mentioned I work for a company that developed foam packaging and if you ever looked inside of a bicycle helmet and you see the foam structure or if you you know bought a big screen television and you know you open up the box and you take the foam, In the television that foam is engineered in a very specific way to be able to withstand an impact right if somebody drops the TV on the way know that it's being shipped to your house or if somebody's wearing a bicycle helmet and they have an accident and unfortunately hit their head off the street, it's engineered in a way to absorb that energy and protect whatever it is inside of the foam, whether it's a TV. Or someone's someone's skull, right? Early on in my career, I was involved in the development of new foam applications where the goal was to create something and modify the molecular architecture to be able to provide the same level of protection, but with less foam. And being able to do it with less foam made it more environmentally friendly right so fewer shipments or less waste of packaging after it would arrive at the customers, you know the customers's destination most foam packaging is discarded or you know thrown into the trash there are some applications where maybe it's recycled. But our goal was to come up with something that had a lower environmental footprint.","Q: Thank you for that. Yeah, thank you. So how do you apply chemical engineering principles like. Thermodynamics or reaction kinetics incur work related to safety and sustainability.
A: Yeah, so I think thermodynamics and kinetics have. Always kind of been a foundational kind of basic fundamental science that you need to take into consideration anytime that you're either. Developing a product or a process or managing safety safety risk earlier on in my career before I got into safety where I would develop new products I had mentioned I work for a company that developed foam packaging and if you ever looked inside of a bicycle helmet and you see the foam structure or if you you know bought a big screen television and you know you open up the box and you take the foam, In the television that foam is engineered in a very specific way to be able to withstand an impact right if somebody drops the TV on the way know that it's being shipped to your house or if somebody's wearing a bicycle helmet and they have an accident and unfortunately hit their head off the street, it's engineered in a way to absorb that energy and protect whatever it is inside of the foam, whether it's a TV. Or someone's someone's skull, right? Early on in my career, I was involved in the development of new foam applications where the goal was to create something and modify the molecular architecture to be able to provide the same level of protection, but with less foam. And being able to do it with less foam made it more environmentally friendly right so fewer shipments or less waste of packaging after it would arrive at the customers, you know the customers's destination most foam packaging is discarded or you know thrown into the trash there are some applications where maybe it's recycled. But our goal was to come up with something that had a lower environmental footprint.",technical_skills,0.9,,2,technical_skills
ElliotStokes,5,"不事。 So for our next question, I'm going to be asking, what are some common misconceptions people have about chemical engineering careers?","😀呵呵。 😊 Yeah, this is a good one I think. Undergrad when you're in college chemical engineering at least when I was in college was probably the most feared engineering degree of all of them just because of the high level of difficulty so you know one misconception is that we didn't really have much of a life we just we're studying all the time or in the library now I spent a lot of time in the library but I was able to balance that with with a life outside of school. お？ Maybe another misconception is that chemical engineers work in laboratories and work with chemicals that's also not necessarily true there are many different career paths that chemical engineers can go on to and then and then another one is. We walk around with periodic tables in our back pocket, that's not true, but I. One of my professors in my sophomore year. He made the comment in one of our classes that there's a lot of chemical engineers on Wall Street. Doing financial modeling and at the time I didn't quite understand that, but after I completed my degree I knew why he he had that observation and which was true is because as chemical engineers you learn a problem solving skill set to be able to do very sophisticated modeling and that the math, Of being able to do that modeling easily translates from chemicals to financial modeling to operations modeling. There's a lot of real world applications for that skill set, so. I think the misconception is that if you get a chemical engineering degree, you're always going to work with chemicals, but that that's actually, that's probably, you know, maybe maybe about half true.","Q: 不事。 So for our next question, I'm going to be asking, what are some common misconceptions people have about chemical engineering careers?
A: 😀呵呵。 😊 Yeah, this is a good one I think. Undergrad when you're in college chemical engineering at least when I was in college was probably the most feared engineering degree of all of them just because of the high level of difficulty so you know one misconception is that we didn't really have much of a life we just we're studying all the time or in the library now I spent a lot of time in the library but I was able to balance that with with a life outside of school. お？ Maybe another misconception is that chemical engineers work in laboratories and work with chemicals that's also not necessarily true there are many different career paths that chemical engineers can go on to and then and then another one is. We walk around with periodic tables in our back pocket, that's not true, but I. One of my professors in my sophomore year. He made the comment in one of our classes that there's a lot of chemical engineers on Wall Street. Doing financial modeling and at the time I didn't quite understand that, but after I completed my degree I knew why he he had that observation and which was true is because as chemical engineers you learn a problem solving skill set to be able to do very sophisticated modeling and that the math, Of being able to do that modeling easily translates from chemicals to financial modeling to operations modeling. There's a lot of real world applications for that skill set, so. I think the misconception is that if you get a chemical engineering degree, you're always going to work with chemicals, but that that's actually, that's probably, you know, maybe maybe about half true.",challenges,0.85,advice,2,challenges
ElliotStokes,6,"I Think for the first one you're talking about with the hard degree, I've seen videos and everyone's always saying that like someone will come and interview someone they'll ask like what's the hardest engineering major and they'll always say chemical engineering or electrical. Yeah, it's difficult, but what I find is you know when you're passionate about something and you're interested and you're curious about it. And you know that's what you want to pursue it makes it easier were there were very few engineers that would transfer out of say mechanical or civil or electrical and go into chemical, but there were many chemical engineers that would transfer out and go to mechanical, civil, electrical or industrial engineering., since you're an expert at safety and risk management. What software tools or simulation platforms do commonly used in your safety and risk analysis work?","Yeah, one of the tools or softwares, I guess you could call it that has has been really an important. 嗯。 Kind of principal foundational type method, I would say that I've used quite a bit in my career is Monte Carlo simulation. So you've probably taken, maybe you've taken a probability course or a statistics course in high school. And the Neman Carlo method, it actually, it was invented back in the 1940s while researchers were working at Los Alamos National Laboratories on the atomic bomb. And the reason why they call it the Monte Carlo method is because one of the researchers, I guess his uncle spent a lot of time at the casino in Monaco Monte Carlo and so the method itself is a lot about and probability distribution and statistics. So they named it after his uncle's gambling habit. But it has really broad applicability. I was first introduced to it in graduate school when I was pursuing my master's degree in chemical engineering. And it was a way to mathematically represent the behavior of molecules, so instead of just using first principle type formulas to calculate say, yeah, what would the pressure or temperature be of a given molecule at a certain you know at certain conditions? You were able to simulate that and the reason why simulation is important when you get a lot of complexity within the interactions or the variables that are involved trying to represent the reality with the model it's a very useful technique and so I was able to translate that from chemical engineering and modeling molecules to modeling risk in chemical facilities to understand okay. likelihood or the severity of a particular incident if it were to happen and what are the prevention or mitigation measures that we need to put in place to reduce the risk as low as possible it turns out that Monte Carlo simulation is also used for financial modeling so that's that's the you know the other the other skill set there that is very useful on wall Street.","Q: I Think for the first one you're talking about with the hard degree, I've seen videos and everyone's always saying that like someone will come and interview someone they'll ask like what's the hardest engineering major and they'll always say chemical engineering or electrical. Yeah, it's difficult, but what I find is you know when you're passionate about something and you're interested and you're curious about it. And you know that's what you want to pursue it makes it easier were there were very few engineers that would transfer out of say mechanical or civil or electrical and go into chemical, but there were many chemical engineers that would transfer out and go to mechanical, civil, electrical or industrial engineering., since you're an expert at safety and risk management. What software tools or simulation platforms do commonly used in your safety and risk analysis work?
A: Yeah, one of the tools or softwares, I guess you could call it that has has been really an important. 嗯。 Kind of principal foundational type method, I would say that I've used quite a bit in my career is Monte Carlo simulation. So you've probably taken, maybe you've taken a probability course or a statistics course in high school. And the Neman Carlo method, it actually, it was invented back in the 1940s while researchers were working at Los Alamos National Laboratories on the atomic bomb. And the reason why they call it the Monte Carlo method is because one of the researchers, I guess his uncle spent a lot of time at the casino in Monaco Monte Carlo and so the method itself is a lot about and probability distribution and statistics. So they named it after his uncle's gambling habit. But it has really broad applicability. I was first introduced to it in graduate school when I was pursuing my master's degree in chemical engineering. And it was a way to mathematically represent the behavior of molecules, so instead of just using first principle type formulas to calculate say, yeah, what would the pressure or temperature be of a given molecule at a certain you know at certain conditions? You were able to simulate that and the reason why simulation is important when you get a lot of complexity within the interactions or the variables that are involved trying to represent the reality with the model it's a very useful technique and so I was able to translate that from chemical engineering and modeling molecules to modeling risk in chemical facilities to understand okay. likelihood or the severity of a particular incident if it were to happen and what are the prevention or mitigation measures that we need to put in place to reduce the risk as low as possible it turns out that Monte Carlo simulation is also used for financial modeling so that's that's the you know the other the other skill set there that is very useful on wall Street.",technical_skills,0.95,,2,technical_skills
ElliotStokes,7,"See so it's very widespread so since it is the model and with the advancement of AI today, has it made any impact on the improvement of the model?","Yeah, certainly AI and the ability to train a model if you have data to be able to be more predictive in its ability to anticipate whether certain events will happen, so I agree that the advent of artificial intelligence, I think has taken that. That type of analysis and method to greater lengths and. Utility in order to be able to, you know predict situations, whether it's in a chemical facility or if it involves safety or if it involves financial risk.","Q: See so it's very widespread so since it is the model and with the advancement of AI today, has it made any impact on the improvement of the model?
A: Yeah, certainly AI and the ability to train a model if you have data to be able to be more predictive in its ability to anticipate whether certain events will happen, so I agree that the advent of artificial intelligence, I think has taken that. That type of analysis and method to greater lengths and. Utility in order to be able to, you know predict situations, whether it's in a chemical facility or if it involves safety or if it involves financial risk.",technical_skills,0.85,technical_skills,0,technical_skills
ElliotStokes,8,"See, okay, next. So you could see like. Like predicts better based on instant situations that happen.","That's a very complex subject. Whenever you begin to try to understand when a certain event will happen. It's hard to predict when it'll happen, however, you can develop models that will tell you how vulnerable you are to a certain risk happening within a given timeframe, so I don't think we've cracked the code to you know being able to anticipate that it's going to happen on this day at this time, but I think the models have improved in such a way where the resolution in that time frame. 😡 Of when it could happen is much better.","Q: See, okay, next. So you could see like. Like predicts better based on instant situations that happen.
A: That's a very complex subject. Whenever you begin to try to understand when a certain event will happen. It's hard to predict when it'll happen, however, you can develop models that will tell you how vulnerable you are to a certain risk happening within a given timeframe, so I don't think we've cracked the code to you know being able to anticipate that it's going to happen on this day at this time, but I think the models have improved in such a way where the resolution in that time frame. 😡 Of when it could happen is much better.",technical_skills,0.85,,2,technical_skills
ElliotStokes,9,"Okay, thank you. Next question I'm going to ask, can you explain how process safety integrates with the broader goals of sustainability and energy efficiency in chemical plants?","Yeah, they're I would say very aligned, you know, I work for a company Honeywell that develops and commercializes advanced materials. That enhance the eco efficiencyency while also reducing environmental impact, the primary focus of the business that I'm involved in is to develop next generation solutions such as low global warming potential refrigerants, other types of high strength fibers or ballistic resistant fibers, performance chemicals, chemicals that go into semiconductors. And specialty additives. 嗯。 In all of those, you know we are looking for ways to reduce our environmental footprint, the amount of emissions that are released to the environment, so if you look at the overall operational sustainability of a facility, those are things that as chemical engineers and as process safety professionals, when we work collectively as a business, we're all working towards that same mission. And goal to produce materials in a way that's not just cost efficient but efficient in terms of its impact on the environment.","Q: Okay, thank you. Next question I'm going to ask, can you explain how process safety integrates with the broader goals of sustainability and energy efficiency in chemical plants?
A: Yeah, they're I would say very aligned, you know, I work for a company Honeywell that develops and commercializes advanced materials. That enhance the eco efficiencyency while also reducing environmental impact, the primary focus of the business that I'm involved in is to develop next generation solutions such as low global warming potential refrigerants, other types of high strength fibers or ballistic resistant fibers, performance chemicals, chemicals that go into semiconductors. And specialty additives. 嗯。 In all of those, you know we are looking for ways to reduce our environmental footprint, the amount of emissions that are released to the environment, so if you look at the overall operational sustainability of a facility, those are things that as chemical engineers and as process safety professionals, when we work collectively as a business, we're all working towards that same mission. And goal to produce materials in a way that's not just cost efficient but efficient in terms of its impact on the environment.",technical_skills,0.85,,2,technical_skills
ElliotStokes,10,"Okay, thank you. So. My question is. How has the role of chemical engineers changed with the rise of green energy and sustainability efforts.","So green energy and chemical engineers, I would say there's a lot of emerging science in that space with respect to new products and new developments for one example is just the hydrogen economy right and how do we use hydrogen in a way versus more you know traditional fossil fuels so thats that's one error. Wd is another solar is another, I mentioned the company that I work for Honeywell, we produce materials that go into semiconductors, so these types of specialty additives or specialty materials that require you know them to be able to operate in conditions that are very adverse, either very corrosive or high temperature or high pressure conditions. New new battery technology is also another emerging area so that we're using electricity more so in our daily lives, whether it's in you know transportation or just in a lot of our household goods so that they're more ecofriend, so I think these are all ways that chemical engineers in particular, our skill set and the ability to solve those types of complex problems. Can contribute to. The rise of green energy and a more sustainable future for our planet.","Q: Okay, thank you. So. My question is. How has the role of chemical engineers changed with the rise of green energy and sustainability efforts.
A: So green energy and chemical engineers, I would say there's a lot of emerging science in that space with respect to new products and new developments for one example is just the hydrogen economy right and how do we use hydrogen in a way versus more you know traditional fossil fuels so thats that's one error. Wd is another solar is another, I mentioned the company that I work for Honeywell, we produce materials that go into semiconductors, so these types of specialty additives or specialty materials that require you know them to be able to operate in conditions that are very adverse, either very corrosive or high temperature or high pressure conditions. New new battery technology is also another emerging area so that we're using electricity more so in our daily lives, whether it's in you know transportation or just in a lot of our household goods so that they're more ecofriend, so I think these are all ways that chemical engineers in particular, our skill set and the ability to solve those types of complex problems. Can contribute to. The rise of green energy and a more sustainable future for our planet.",career_journey,0.85,,2,career_journey
ElliotStokes,11,So what is one project you're especially proud of that has made a meaningful impact on society or in environmental impact?,"Yeah, so about 20 years ago I was working for the Dupont company and back in that time frame, you may have heard of PFAS, which are perfinated materials that are. Quite common to be used in things like. Teflon or water resistant applications. And so back in the early 2000s, there was an effort because these perforinated surfactants are were environmentally persistent. So they didn't biodegrade very well in another another. Way to characterize them is that they were bioacummulative. And so we had produced a product that used PFAS. and I was the. Engineer responsible for the manufacturing process, and. What wasn't known at the time is that there were other alternative surfactants, or they're basically soaps that could be used in the process that were non PFAS materials. and which would environmentally degrade so they weren't persistent they wouldn't accumulate in the environment and so as a chemical engineer I was the lead on the project on the manufacturing side to really take this new technology from research and development and implemented in our manufacturing process so that was a really significant change for the company very early on when this science was emerging. And so the end result is that we were able to replace all of the products there with this new surfactant that was you know essentially very similar to a dish detergent right and we use this dish detergent or soaps to wash clothes all the time so to be able to replace a PFAS surfactant with something that is much more of a household common soap was quite a breakthrough, and discovery, and when I look back on it, it was definitely a highlight in my career, not just because of the impact on the business, but the impact that it had on the environment and sustainability.","Q: So what is one project you're especially proud of that has made a meaningful impact on society or in environmental impact?
A: Yeah, so about 20 years ago I was working for the Dupont company and back in that time frame, you may have heard of PFAS, which are perfinated materials that are. Quite common to be used in things like. Teflon or water resistant applications. And so back in the early 2000s, there was an effort because these perforinated surfactants are were environmentally persistent. So they didn't biodegrade very well in another another. Way to characterize them is that they were bioacummulative. And so we had produced a product that used PFAS. and I was the. Engineer responsible for the manufacturing process, and. What wasn't known at the time is that there were other alternative surfactants, or they're basically soaps that could be used in the process that were non PFAS materials. and which would environmentally degrade so they weren't persistent they wouldn't accumulate in the environment and so as a chemical engineer I was the lead on the project on the manufacturing side to really take this new technology from research and development and implemented in our manufacturing process so that was a really significant change for the company very early on when this science was emerging. And so the end result is that we were able to replace all of the products there with this new surfactant that was you know essentially very similar to a dish detergent right and we use this dish detergent or soaps to wash clothes all the time so to be able to replace a PFAS surfactant with something that is much more of a household common soap was quite a breakthrough, and discovery, and when I look back on it, it was definitely a highlight in my career, not just because of the impact on the business, but the impact that it had on the environment and sustainability.",projects,0.95,projects,0,projects
ElliotStokes,12,"Yeah that's very impressive thank you so our final question is what advice would you give to a high school student interested in chemical engineering, especially one that wants to make a global impact in safety or sustainability.","Yeah, thank you for that question. like we've talked today about we've had an opportunity I've really enjoyed this conversation about chemical engineering and and process safety and you know talked about some of the misconceptions talked about the opportunities there are in chemical engineering so my message and my advice would be to you know be open to the possibilities that a degree in chemical engineering can offer so many of my friends who, chemicalemical engineers, they go on to successful careers in healthcare, marketing, finance, risk management, there's really a very you know broad career trajectory that you could go on because it's a very versatile degree. So maybe just because chemistry may not be your favorite subject if you were like me in high school don't rule it out I guess i'm a good example of that and it took me a few years to realize what I was really passionate about and then when I when I when I learned that chemical engineering was a pathway for me to get there that's what you know for me cemented my decision to pursue it and now you know'm, Fortunate enough to lead. An organization. That's a Fortune 500 company with Honeywell and really enjoying it and having the time of my life. So I would say, yeah, ask questions, talk to chemical engineers, understand what they do, and see if that's something that is aligned and fits with what your career goals are.","Q: Yeah that's very impressive thank you so our final question is what advice would you give to a high school student interested in chemical engineering, especially one that wants to make a global impact in safety or sustainability.
A: Yeah, thank you for that question. like we've talked today about we've had an opportunity I've really enjoyed this conversation about chemical engineering and and process safety and you know talked about some of the misconceptions talked about the opportunities there are in chemical engineering so my message and my advice would be to you know be open to the possibilities that a degree in chemical engineering can offer so many of my friends who, chemicalemical engineers, they go on to successful careers in healthcare, marketing, finance, risk management, there's really a very you know broad career trajectory that you could go on because it's a very versatile degree. So maybe just because chemistry may not be your favorite subject if you were like me in high school don't rule it out I guess i'm a good example of that and it took me a few years to realize what I was really passionate about and then when I when I when I learned that chemical engineering was a pathway for me to get there that's what you know for me cemented my decision to pursue it and now you know'm, Fortunate enough to lead. An organization. That's a Fortune 500 company with Honeywell and really enjoying it and having the time of my life. So I would say, yeah, ask questions, talk to chemical engineers, understand what they do, and see if that's something that is aligned and fits with what your career goals are.",advice,1.0,,2,advice
ElliotStokes,13,"Mrwell, thank you for your time and thank you for all your insights.","And you so much. Okay, you're welcome, it was nice talking with you yeah.","Q: Mrwell, thank you for your time and thank you for all your insights.
A: And you so much. Okay, you're welcome, it was nice talking with you yeah.",career_journey,0.1,,5,career_journey
MichaelAdelemoni,1,"Hello everyone, welcome to the sixth episode of Beyond the Blueprints today we're here with Mr. Addela Mui he's one of my friends's own brothers and he's a software engineer at Google so for our first question, could you start by telling us a little about yourself where you grew up and what first drew to computer science?","Sure, my name is Michael Addeli Modi, I grew up in I Bao Nigeria so in our states I yeah I spent most of my life there and then I did two years in a boarding school in Legos and then I went to uni at Purdue in Indiana what first it drew me to computer science was I think I'd already had a very strong interest in STM. I wanted to be like a scientist of some kind ever since I was young, and then computers were very interesting ever since my brother actually started programming and so in sort of an effort to copy him, I just basically went into programming myself, I started with JavaScript and went on to do game design which really was where the interest in programming grew and then I went out of game design to focus on computer science more generally.","Q: Hello everyone, welcome to the sixth episode of Beyond the Blueprints today we're here with Mr. Addela Mui he's one of my friends's own brothers and he's a software engineer at Google so for our first question, could you start by telling us a little about yourself where you grew up and what first drew to computer science?
A: Sure, my name is Michael Addeli Modi, I grew up in I Bao Nigeria so in our states I yeah I spent most of my life there and then I did two years in a boarding school in Legos and then I went to uni at Purdue in Indiana what first it drew me to computer science was I think I'd already had a very strong interest in STM. I wanted to be like a scientist of some kind ever since I was young, and then computers were very interesting ever since my brother actually started programming and so in sort of an effort to copy him, I just basically went into programming myself, I started with JavaScript and went on to do game design which really was where the interest in programming grew and then I went out of game design to focus on computer science more generally.",career_journey,0.95,,2,career_journey
MichaelAdelemoni,2,"Yeah, I think that's a really great progression. So for a high schooler picturing what a software engineer at Google does, what does your actual day look like.","是嗯。On a day to day, it's programming, obviously you'll be given either you'll either be given a set of tasks or a general idea of what they want you to do and you would write codes to achieve those tasks if you're given a general idea what they would want you to do is write documents detailing the design you want to implement or the design that you want other people to implement. And yeah, so it's mostly attending meetings that talk about design, getting tasks and implementing them by writing code and working with people from within your team and in other teams to figure out the problem space and to figure out what needs to be done to address the issues.","Q: Yeah, I think that's a really great progression. So for a high schooler picturing what a software engineer at Google does, what does your actual day look like.
A: 是嗯。On a day to day, it's programming, obviously you'll be given either you'll either be given a set of tasks or a general idea of what they want you to do and you would write codes to achieve those tasks if you're given a general idea what they would want you to do is write documents detailing the design you want to implement or the design that you want other people to implement. And yeah, so it's mostly attending meetings that talk about design, getting tasks and implementing them by writing code and working with people from within your team and in other teams to figure out the problem space and to figure out what needs to be done to address the issues.",daily_work,0.95,,2,daily_work
MichaelAdelemoni,3,"That's cool. well, just I'm just curious, how much AI do do you guys incorporate into coding.","A lot AI has been it's very interesting I've been I got hired rights as AI was a very big thing in software engineering as a whole and especially in Google. But when I got hired the pretty much owned, there were like very few AI tools, but as of now, there are complete AI agents that like sort of auto a variety of tasks that you can like even writing code, there are some people that are writing dramatically less code because they're just outsourcing most of the right code writing to AI, AI is very good at like reading design documents as well, and it's good at reading bugs and so you can sort of have AI just read a bug and plan out a way to fix the bug and then you can just approve the changes that the AI makes.","Q: That's cool. well, just I'm just curious, how much AI do do you guys incorporate into coding.
A: A lot AI has been it's very interesting I've been I got hired rights as AI was a very big thing in software engineering as a whole and especially in Google. But when I got hired the pretty much owned, there were like very few AI tools, but as of now, there are complete AI agents that like sort of auto a variety of tasks that you can like even writing code, there are some people that are writing dramatically less code because they're just outsourcing most of the right code writing to AI, AI is very good at like reading design documents as well, and it's good at reading bugs and so you can sort of have AI just read a bug and plan out a way to fix the bug and then you can just approve the changes that the AI makes.",technical_skills,0.9,,2,technical_skills
MichaelAdelemoni,4,Okay. It's really nice to nice to see or learn the AIs you know the part of your daily life now so you spent two years at the data mine including working with eyeGide on optimizing weather data so what did a typical week on that project look like and what the hardest part?,"Sure嗯。That project was a project on optimizing weather data for, I believe, read efficiency for distributed systems.嗯。It was were mostly were just working in a Cadjupiternal book to experimenting with various chunking methods that can have good read efficiency, so it was a bunch of we had a meetings with the lead researcher to figure out which direction we want to take an experiment and then we'd obviously execute on the experiment and gather all the data we have and then with that data you create your analyses and you can present them to the rest of their team and you can add that to the end of your sort of research experiment.","Q: Okay. It's really nice to nice to see or learn the AIs you know the part of your daily life now so you spent two years at the data mine including working with eyeGide on optimizing weather data so what did a typical week on that project look like and what the hardest part?
A: Sure嗯。That project was a project on optimizing weather data for, I believe, read efficiency for distributed systems.嗯。It was were mostly were just working in a Cadjupiternal book to experimenting with various chunking methods that can have good read efficiency, so it was a bunch of we had a meetings with the lead researcher to figure out which direction we want to take an experiment and then we'd obviously execute on the experiment and gather all the data we have and then with that data you create your analyses and you can present them to the rest of their team and you can add that to the end of your sort of research experiment.",projects,0.95,projects,0,projects
MichaelAdelemoni,5,"そ cool. So my question is, what surprised the most about working an other industry compared to what you've expected from school?","Sure. What surprised me the most was the flexibility.嗯。I guess maybe Google is could be different from other engineering companies or even other large engineering companies, but I feel like there's a lot of flexibility in what you can, the tasks that you can take, there's lot of flexibility in deadlines, there's a lot of flexibility in the way they expect you to work. And even the things that you're like doing, I am doing a 20% project and I at Google what that is is basically you take 20% of your time, I do go do another thing at Google right so my main job is working on testing infrastructure. But as 20% of my time, I work on AI weather modeling. And it's just really cool that I get to just skip on and not skip on, but like I get to just, if I'm just a downtime in my main work, I can sort of focus on this other work that's very interesting to me.","Q: そ cool. So my question is, what surprised the most about working an other industry compared to what you've expected from school?
A: Sure. What surprised me the most was the flexibility.嗯。I guess maybe Google is could be different from other engineering companies or even other large engineering companies, but I feel like there's a lot of flexibility in what you can, the tasks that you can take, there's lot of flexibility in deadlines, there's a lot of flexibility in the way they expect you to work. And even the things that you're like doing, I am doing a 20% project and I at Google what that is is basically you take 20% of your time, I do go do another thing at Google right so my main job is working on testing infrastructure. But as 20% of my time, I work on AI weather modeling. And it's just really cool that I get to just skip on and not skip on, but like I get to just, if I'm just a downtime in my main work, I can sort of focus on this other work that's very interesting to me.",workplace_culture,0.9,,2,workplace_culture
MichaelAdelemoni,6,So it like having a job at Google also allows you to have to follow your own passion.,"Yeah, definitely there's a lot of, it might be a Google thing, but there's just a lot of things that Google does and there's a lot of opportunities like Google has to be able to explore.","Q: So it like having a job at Google also allows you to have to follow your own passion.
A: Yeah, definitely there's a lot of, it might be a Google thing, but there's just a lot of things that Google does and there's a lot of opportunities like Google has to be able to explore.",workplace_culture,0.9,workplace_culture,0,workplace_culture
MichaelAdelemoni,7,"Yeah, that's nice to hear that even they're working at a top, you know, tech firm, a tech company that you have a lot of flexibility to do what you want to do, it's not like constant work. That's very nice to hear so you also ta for over a year at Purdue so what teaching what did teaching other students actually teach you about computer science that classes alone didn't.","Yeah. Obviously, teaching other people is a very good way to reince the knowledge that you already have right if you're able to teach someone a complicated topic, it means that you've already made it simple in your own head, simple enough that you can communicate it to someone else. So there's that aspect, but it's also the I got to see the way different people navigated the same problem because you get to save the way a lot of people complete the same homework assignments and you get to figure out sort of the new, interesting ways to look at an experiments, look at an assignment, but also sort of the wrong ways to look at assignments. right, There's a lot of, I found that some people tended to.嗯. So not interact with the assignment as much and I got to see directly the effects of that right of not interacting with a problem space and not fully understanding what you're working on. So what it taught me was that you need to really outline the problem that you're working on so you can be able to understand it well enough to implement a plan.","Q: Yeah, that's nice to hear that even they're working at a top, you know, tech firm, a tech company that you have a lot of flexibility to do what you want to do, it's not like constant work. That's very nice to hear so you also ta for over a year at Purdue so what teaching what did teaching other students actually teach you about computer science that classes alone didn't.
A: Yeah. Obviously, teaching other people is a very good way to reince the knowledge that you already have right if you're able to teach someone a complicated topic, it means that you've already made it simple in your own head, simple enough that you can communicate it to someone else. So there's that aspect, but it's also the I got to see the way different people navigated the same problem because you get to save the way a lot of people complete the same homework assignments and you get to figure out sort of the new, interesting ways to look at an experiments, look at an assignment, but also sort of the wrong ways to look at assignments. right, There's a lot of, I found that some people tended to.嗯. So not interact with the assignment as much and I got to see directly the effects of that right of not interacting with a problem space and not fully understanding what you're working on. So what it taught me was that you need to really outline the problem that you're working on so you can be able to understand it well enough to implement a plan.",advice,0.85,advice,0,advice
